bbox,comparison,attribute,freq_nlp,freq_have_bboxes
left hilar structures,improved;;worsened,anatomicalfinding|yes|pneumomediastinum,2,2
left hilar structures,improved;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,474,451
left hilar structures,improved;;worsened,anatomicalfinding|yes|vascular congestion,102,100
left hilar structures,improved;;worsened,anatomicalfinding|yes|vascular redistribution,10,10
left hilar structures,improved;;worsened,disease|yes|aspiration,9,9
left hilar structures,improved;;worsened,disease|yes|fluid overload/heart failure,3,3
left hilar structures,improved;;worsened,disease|yes|lung cancer,1,1
left hilar structures,improved;;worsened,disease|yes|pneumonia,27,25
left hilar structures,improved;;worsened,nlp|yes|abnormal,615,590
left hilar structures,improved;;worsened,nlp|yes|normal,6,6
left hilar structures,no change,anatomicalfinding|yes|airspace opacity,163,154
left hilar structures,no change,anatomicalfinding|yes|atelectasis,562,522
left hilar structures,no change,anatomicalfinding|yes|bronchiectasis,25,23
left hilar structures,no change,anatomicalfinding|yes|calcified nodule,159,156
left hilar structures,no change,anatomicalfinding|yes|consolidation,229,210
left hilar structures,no change,anatomicalfinding|yes|cyst/bullae,12,9
left hilar structures,no change,anatomicalfinding|yes|enlarged hilum,1806,1736
left hilar structures,no change,anatomicalfinding|yes|infiltration,51,45
left hilar structures,no change,anatomicalfinding|yes|linear/patchy atelectasis,50,47
left hilar structures,no change,anatomicalfinding|yes|lung lesion,448,436
left hilar structures,no change,anatomicalfinding|yes|lung opacity,12471,11788
left hilar structures,no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),231,225
left hilar structures,no change,anatomicalfinding|yes|multiple masses/nodules,54,52
left hilar structures,no change,anatomicalfinding|yes|pleural/parenchymal scarring,187,184
left hilar structures,no change,anatomicalfinding|yes|pneumomediastinum,219,208
left hilar structures,no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,7321,6880
left hilar structures,no change,anatomicalfinding|yes|vascular calcification,214,205
left hilar structures,no change,anatomicalfinding|yes|vascular congestion,4635,4409
left hilar structures,no change,anatomicalfinding|yes|vascular redistribution,127,121
left hilar structures,no change,disease|yes|aspiration,55,50
left hilar structures,no change,disease|yes|copd/emphysema,62,60
left hilar structures,no change,disease|yes|fluid overload/heart failure,106,99
left hilar structures,no change,disease|yes|granulomatous disease,43,43
left hilar structures,no change,disease|yes|lung cancer,66,64
left hilar structures,no change,disease|yes|pneumonia,289,270
left hilar structures,no change,nlp|yes|abnormal,14670,13884
left hilar structures,no change,nlp|yes|normal,1775,1699
left hilar structures,no change,technicalassessment|yes|artifact,4,4
left hilar structures,no change;;worsened,anatomicalfinding|yes|airspace opacity,17,16
left hilar structures,no change;;worsened,anatomicalfinding|yes|atelectasis,21,21
left hilar structures,no change;;worsened,anatomicalfinding|yes|consolidation,21,19
left hilar structures,no change;;worsened,anatomicalfinding|yes|enlarged hilum,56,54
left hilar structures,no change;;worsened,anatomicalfinding|yes|infiltration,4,4
left hilar structures,no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,4,4
left hilar structures,no change;;worsened,anatomicalfinding|yes|lung lesion,3,2
left hilar structures,no change;;worsened,anatomicalfinding|yes|lung opacity,707,669
left hilar structures,no change;;worsened,anatomicalfinding|yes|multiple masses/nodules,3,2
left hilar structures,no change;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,4,4
left hilar structures,no change;;worsened,anatomicalfinding|yes|pneumomediastinum,1,1
left hilar structures,no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,562,532
left hilar structures,no change;;worsened,anatomicalfinding|yes|vascular congestion,257,237
left hilar structures,no change;;worsened,anatomicalfinding|yes|vascular redistribution,4,4
left hilar structures,no change;;worsened,disease|yes|aspiration,3,3
left hilar structures,no change;;worsened,disease|yes|copd/emphysema,2,2
left hilar structures,no change;;worsened,disease|yes|fluid overload/heart failure,9,9
left hilar structures,no change;;worsened,disease|yes|pneumonia,16,13
left hilar structures,no change;;worsened,nlp|yes|abnormal,713,675
left hilar structures,no change;;worsened,nlp|yes|normal,5,5
left hilar structures,worsened,anatomicalfinding|yes|airspace opacity,245,238
left hilar structures,worsened,anatomicalfinding|yes|atelectasis,328,307
left hilar structures,worsened,anatomicalfinding|yes|bronchiectasis,11,9
left hilar structures,worsened,anatomicalfinding|yes|consolidation,288,277
left hilar structures,worsened,anatomicalfinding|yes|enlarged hilum,561,538
left hilar structures,worsened,anatomicalfinding|yes|infiltration,61,59
left hilar structures,worsened,anatomicalfinding|yes|linear/patchy atelectasis,31,29
left hilar structures,worsened,anatomicalfinding|yes|lung lesion,79,75
left hilar structures,worsened,anatomicalfinding|yes|lung opacity,11331,10727
left hilar structures,worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),52,49
left hilar structures,worsened,anatomicalfinding|yes|multiple masses/nodules,28,27
left hilar structures,worsened,anatomicalfinding|yes|pleural/parenchymal scarring,42,40
left hilar structures,worsened,anatomicalfinding|yes|pneumomediastinum,68,57
left hilar structures,worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,8498,8048
left hilar structures,worsened,anatomicalfinding|yes|vascular congestion,3331,3167
left hilar structures,worsened,anatomicalfinding|yes|vascular redistribution,91,88
left hilar structures,worsened,disease|yes|aspiration,208,196
left hilar structures,worsened,disease|yes|copd/emphysema,27,25
left hilar structures,worsened,disease|yes|fluid overload/heart failure,323,309
left hilar structures,worsened,disease|yes|lung cancer,17,17
left hilar structures,worsened,disease|yes|pneumonia,534,511
left hilar structures,worsened,nlp|yes|abnormal,11574,10950
left hilar structures,worsened,nlp|yes|normal,96,94
left hilar structures,worsened,technicalassessment|yes|artifact,1,1
left lower lung zone,improved,anatomicalfinding|yes|airspace opacity,241,227
left lower lung zone,improved,anatomicalfinding|yes|atelectasis,3622,3427
left lower lung zone,improved,anatomicalfinding|yes|bronchiectasis,5,4
left lower lung zone,improved,anatomicalfinding|yes|calcified nodule,1,1
left lower lung zone,improved,anatomicalfinding|yes|consolidation,723,681
left lower lung zone,improved,anatomicalfinding|yes|hydropneumothorax,18,18
left lower lung zone,improved,anatomicalfinding|yes|hyperaeration,11,10
left lower lung zone,improved,anatomicalfinding|yes|increased reticular markings/ild pattern,6,5
left lower lung zone,improved,anatomicalfinding|yes|infiltration,54,51
left lower lung zone,improved,anatomicalfinding|yes|linear/patchy atelectasis,353,335
left lower lung zone,improved,anatomicalfinding|yes|lobar/segmental collapse,277,265
left lower lung zone,improved,anatomicalfinding|yes|lung lesion,60,59
left lower lung zone,improved,anatomicalfinding|yes|lung opacity,6615,6235
left lower lung zone,improved,anatomicalfinding|yes|mass/nodule (not otherwise specified),37,37
left lower lung zone,improved,anatomicalfinding|yes|multiple masses/nodules,20,19
left lower lung zone,improved,anatomicalfinding|yes|pleural effusion,1413,1346
left lower lung zone,improved,anatomicalfinding|yes|pleural/parenchymal scarring,81,80
left lower lung zone,improved,anatomicalfinding|yes|pneumothorax,95,91
left lower lung zone,improved,anatomicalfinding|yes|pulmonary edema/hazy opacity,846,787
left lower lung zone,improved,anatomicalfinding|yes|vascular congestion,176,168
left lower lung zone,improved,anatomicalfinding|yes|vascular redistribution,9,8
left lower lung zone,improved,disease|yes|alveolar hemorrhage,27,25
left lower lung zone,improved,disease|yes|aspiration,296,270
left lower lung zone,improved,disease|yes|copd/emphysema,11,10
left lower lung zone,improved,disease|yes|fluid overload/heart failure,39,36
left lower lung zone,improved,disease|yes|granulomatous disease,2,2
left lower lung zone,improved,disease|yes|interstitial lung disease,6,6
left lower lung zone,improved,disease|yes|lung cancer,2,2
left lower lung zone,improved,disease|yes|pneumonia,535,497
left lower lung zone,improved,nlp|yes|abnormal,6658,6272
left lower lung zone,improved,nlp|yes|normal,353,343
left lower lung zone,improved,technicalassessment|yes|low lung volumes,25,24
left lower lung zone,improved;;no change,anatomicalfinding|yes|airspace opacity,47,45
left lower lung zone,improved;;no change,anatomicalfinding|yes|atelectasis,595,546
left lower lung zone,improved;;no change,anatomicalfinding|yes|bronchiectasis,2,2
left lower lung zone,improved;;no change,anatomicalfinding|yes|consolidation,201,182
left lower lung zone,improved;;no change,anatomicalfinding|yes|cyst/bullae,1,1
left lower lung zone,improved;;no change,anatomicalfinding|yes|hydropneumothorax,2,2
left lower lung zone,improved;;no change,anatomicalfinding|yes|hyperaeration,7,7
left lower lung zone,improved;;no change,anatomicalfinding|yes|increased reticular markings/ild pattern,6,6
left lower lung zone,improved;;no change,anatomicalfinding|yes|infiltration,11,11
left lower lung zone,improved;;no change,anatomicalfinding|yes|linear/patchy atelectasis,39,38
left lower lung zone,improved;;no change,anatomicalfinding|yes|lobar/segmental collapse,58,56
left lower lung zone,improved;;no change,anatomicalfinding|yes|lung lesion,12,11
left lower lung zone,improved;;no change,anatomicalfinding|yes|lung opacity,1133,1055
left lower lung zone,improved;;no change,anatomicalfinding|yes|mass/nodule (not otherwise specified),4,4
left lower lung zone,improved;;no change,anatomicalfinding|yes|multiple masses/nodules,6,5
left lower lung zone,improved;;no change,anatomicalfinding|yes|pleural effusion,374,346
left lower lung zone,improved;;no change,anatomicalfinding|yes|pleural/parenchymal scarring,20,20
left lower lung zone,improved;;no change,anatomicalfinding|yes|pneumothorax,14,13
left lower lung zone,improved;;no change,anatomicalfinding|yes|pulmonary edema/hazy opacity,208,191
left lower lung zone,improved;;no change,anatomicalfinding|yes|vascular congestion,43,42
left lower lung zone,improved;;no change,anatomicalfinding|yes|vascular redistribution,1,1
left lower lung zone,improved;;no change,disease|yes|alveolar hemorrhage,4,3
left lower lung zone,improved;;no change,disease|yes|aspiration,26,22
left lower lung zone,improved;;no change,disease|yes|copd/emphysema,7,7
left lower lung zone,improved;;no change,disease|yes|fluid overload/heart failure,4,3
left lower lung zone,improved;;no change,disease|yes|interstitial lung disease,3,3
left lower lung zone,improved;;no change,disease|yes|pneumonia,118,106
left lower lung zone,improved;;no change,nlp|yes|abnormal,1143,1065
left lower lung zone,improved;;no change,nlp|yes|normal,40,40
left lower lung zone,improved;;no change,technicalassessment|yes|low lung volumes,22,20
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|airspace opacity,2,0
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|atelectasis,45,40
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|consolidation,16,14
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|increased reticular markings/ild pattern,1,1
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|infiltration,1,1
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,4,4
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lobar/segmental collapse,1,0
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lung lesion,4,4
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|lung opacity,93,86
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),2,2
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|multiple masses/nodules,2,2
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|pleural effusion,34,28
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,26,23
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|vascular congestion,1,1
left lower lung zone,improved;;no change;;worsened,anatomicalfinding|yes|vascular redistribution,1,1
left lower lung zone,improved;;no change;;worsened,disease|yes|alveolar hemorrhage,1,1
left lower lung zone,improved;;no change;;worsened,disease|yes|aspiration,3,3
left lower lung zone,improved;;no change;;worsened,disease|yes|fluid overload/heart failure,1,1
left lower lung zone,improved;;no change;;worsened,disease|yes|interstitial lung disease,1,1
left lower lung zone,improved;;no change;;worsened,disease|yes|pneumonia,10,10
left lower lung zone,improved;;no change;;worsened,nlp|yes|abnormal,93,86
left lower lung zone,improved;;no change;;worsened,nlp|yes|normal,1,1
left lower lung zone,improved;;worsened,anatomicalfinding|yes|airspace opacity,50,46
left lower lung zone,improved;;worsened,anatomicalfinding|yes|atelectasis,438,408
left lower lung zone,improved;;worsened,anatomicalfinding|yes|bronchiectasis,1,1
left lower lung zone,improved;;worsened,anatomicalfinding|yes|consolidation,168,152
left lower lung zone,improved;;worsened,anatomicalfinding|yes|cyst/bullae,1,1
left lower lung zone,improved;;worsened,anatomicalfinding|yes|hydropneumothorax,5,5
left lower lung zone,improved;;worsened,anatomicalfinding|yes|hyperaeration,25,25
left lower lung zone,improved;;worsened,anatomicalfinding|yes|infiltration,21,21
left lower lung zone,improved;;worsened,anatomicalfinding|yes|linear/patchy atelectasis,53,50
left lower lung zone,improved;;worsened,anatomicalfinding|yes|lobar/segmental collapse,56,53
left lower lung zone,improved;;worsened,anatomicalfinding|yes|lung lesion,8,8
left lower lung zone,improved;;worsened,anatomicalfinding|yes|lung opacity,919,859
left lower lung zone,improved;;worsened,anatomicalfinding|yes|mass/nodule (not otherwise specified),6,6
left lower lung zone,improved;;worsened,anatomicalfinding|yes|multiple masses/nodules,2,2
left lower lung zone,improved;;worsened,anatomicalfinding|yes|pleural effusion,187,177
left lower lung zone,improved;;worsened,anatomicalfinding|yes|pleural/parenchymal scarring,4,4
left lower lung zone,improved;;worsened,anatomicalfinding|yes|pneumothorax,24,23
left lower lung zone,improved;;worsened,anatomicalfinding|yes|pulmonary edema/hazy opacity,168,161
left lower lung zone,improved;;worsened,anatomicalfinding|yes|vascular congestion,29,28
left lower lung zone,improved;;worsened,anatomicalfinding|yes|vascular redistribution,9,9
left lower lung zone,improved;;worsened,disease|yes|alveolar hemorrhage,4,4
left lower lung zone,improved;;worsened,disease|yes|aspiration,64,61
left lower lung zone,improved;;worsened,disease|yes|copd/emphysema,1,1
left lower lung zone,improved;;worsened,disease|yes|fluid overload/heart failure,3,3
left lower lung zone,improved;;worsened,disease|yes|interstitial lung disease,2,2
